,0
Annual return,2.0088978891423652
Cumulative returns,0.15517716291239192
Annual volatility,0.49138243018210476
Sharpe ratio,2.4857486815874354
Calmar ratio,16.957083179536017
Stability,0.8945797950739863
Max drawdown,-0.1184695426608937
Omega ratio,1.4577793320221448
Sortino ratio,3.8432001085998593
Skew,-0.35898117299423116
Kurtosis,-0.3800433041853739
Tail ratio,1.1453411273345424
Daily value at risk,-0.05706133047095437
