,0
Annual return,2.2761142145284015
Cumulative returns,0.16812008816018253
Annual volatility,0.45511740962907293
Sharpe ratio,2.834555983867289
Calmar ratio,27.33447674073674
Stability,0.7978528031488415
Max drawdown,-0.08326898795674748
Omega ratio,1.5271066200898598
Sortino ratio,4.388120545441262
Skew,-0.32663644558102944
Kurtosis,-0.7002933193701497
Tail ratio,1.1265723631307962
Daily value at risk,-0.05222013500693258
