,0
Annual return,-0.4791968755357401
Cumulative returns,-0.08188363015648881
Annual volatility,0.3718117703289688
Sharpe ratio,-1.5689655709865309
Calmar ratio,-2.5624828966518343
Stability,0.0008420213059604713
Max drawdown,-0.18700490690566696
Omega ratio,0.7626160888959507
Sortino ratio,-1.8610405797764646
Skew,-0.9082833441296659
Kurtosis,0.5346094907606016
Tail ratio,0.440405743949605
Daily value at risk,-0.04915880004896464
