,0
Annual return,0.15428654745736314
Cumulative returns,0.018966998786983824
Annual volatility,0.4348033387000605
Sharpe ratio,0.5428746321793589
Calmar ratio,1.190515950276754
Stability,0.524047689385755
Max drawdown,-0.1295963715744395
Omega ratio,1.0867197269886824
Sortino ratio,0.7371289542698788
Skew,-0.5312518555127539
Kurtosis,-0.4683714870833411
Tail ratio,0.7951208608039994
Daily value at risk,-0.05384339023208017
