,0
Annual return,0.5950700437971559
Cumulative returns,0.06305195922219875
Annual volatility,0.4723297316807624
Sharpe ratio,1.2209714306380428
Calmar ratio,4.955034578284896
Stability,0.5997870696160027
Max drawdown,-0.1200940244504065
Omega ratio,1.2150082144116336
Sortino ratio,1.7023564228847494
Skew,-0.6162128806193543
Kurtosis,0.2939584190274376
Tail ratio,0.9122444908076829
Daily value at risk,-0.057219456245900066
