,0
Annual return,0.020590794830008585
Cumulative returns,0.002672593272105228
Annual volatility,0.4405667065603006
Sharpe ratio,0.26281124893274294
Calmar ratio,0.16935541908909107
Stability,0.3849203232282096
Max drawdown,-0.12158332423467712
Omega ratio,1.044389063342513
Sortino ratio,0.3474459099830739
Skew,-0.7210878571272282
Kurtosis,0.3116120538844127
Tail ratio,0.7480495605014642
Daily value at risk,-0.055046719887026155
