,0
Annual return,5.2865420227234825
Cumulative returns,0.27219571717370794
Annual volatility,0.5314016883603012
Sharpe ratio,3.732572926463365
Calmar ratio,37.107218848123615
Stability,0.9048973842818744
Max drawdown,-0.14246667324654014
Omega ratio,1.7935520053432685
Sortino ratio,5.741462519023536
Skew,-0.7685893027773755
Kurtosis,0.6202706062875669
Tail ratio,1.1226986469368445
Daily value at risk,-0.05907930559176137
