,0
Annual return,2.8289794935417762
Cumulative returns,0.1922192022751812
Annual volatility,0.48927601716429675
Sharpe ratio,2.990843454555719
Calmar ratio,21.306621822747868
Stability,0.8917308026550356
Max drawdown,-0.1327746611863846
Omega ratio,1.5714707659296752
Sortino ratio,4.477324084568063
Skew,-0.7045667313590577
Kurtosis,-0.08698239630987636
Tail ratio,0.9745523939317091
Daily value at risk,-0.05583604759211056
