,0
Annual return,1.9723264186022207
Cumulative returns,0.1533287370285472
Annual volatility,0.5342692561828333
Sharpe ratio,2.305245165786205
Calmar ratio,16.14237759837028
Stability,0.7812745440713144
Max drawdown,-0.12218314226532186
Omega ratio,1.4241779986354588
Sortino ratio,3.3229665121288323
Skew,-0.6637474157539239
Kurtosis,-0.1332158761479305
Tail ratio,0.8399669568098147
Daily value at risk,-0.062424211904933136
