,0
Annual return,2.9909970474248193
Cumulative returns,4.488144526928802
Annual volatility,0.7140273955665679
Sharpe ratio,2.24844447723276
Calmar ratio,12.722205958961904
Stability,0.7940923479191015
Max drawdown,-0.23510050513825168
Omega ratio,1.642562622635503
Sortino ratio,5.118671697693489
Skew,6.644495853927164
Kurtosis,83.82208798323623
Tail ratio,1.1599740943491965
Daily value at risk,-0.08358815897349542
