,0
Annual return,1.1508013628625973
Cumulative returns,0.10548995717280074
Annual volatility,0.48880863782540057
Sharpe ratio,1.8077857660500776
Calmar ratio,9.685626592892083
Stability,0.8660787291528582
Max drawdown,-0.11881537573491911
Omega ratio,1.3358301460457653
Sortino ratio,2.6159644910958284
Skew,-0.4630184954855094
Kurtosis,0.032546742307169474
Tail ratio,0.9236464410638688
Daily value at risk,-0.058077507281158396
