,0
Annual return,0.6680768679158096
Cumulative returns,0.06930038236097791
Annual volatility,0.4655349087348942
Sharpe ratio,1.328699733277042
Calmar ratio,4.763502677084301
Stability,0.7757838169083755
Max drawdown,-0.14024907997422048
Omega ratio,1.2300121655267946
Sortino ratio,1.8343491443618116
Skew,-0.7106970364138244
Kurtosis,0.00824068072559836
Tail ratio,0.8066269044746414
Daily value at risk,-0.056197297748067324
