,0
Annual return,0.4885445159819122
Cumulative returns,0.053473396023653974
Annual volatility,0.4222152593205914
Sharpe ratio,1.1494345386487963
Calmar ratio,3.8130466603345274
Stability,0.7186321747200574
Max drawdown,-0.12812445257070393
Omega ratio,1.1892194575187038
Sortino ratio,1.5972677529031718
Skew,-0.5724954197955937
Kurtosis,-0.21804801318294187
Tail ratio,0.8312617501476322
Daily value at risk,-0.05126829408325208
