Date,Return,STD,ticker
2006/4/30,0.012632247,0.00548135,SPY
2006/5/31,-0.030121696,0.009133336,SPY
2006/6/30,0.002608776,0.009493056,SPY
2006/7/31,0.004478208,0.008214219,SPY
2006/8/31,0.021822363,0.004296382,SPY
2006/9/30,0.027001728,0.004746657,SPY
2006/10/31,0.031516282,0.00383752,SPY
2006/11/30,0.019885556,0.005568181,SPY
2006/12/31,0.013370841,0.004266229,SPY
2007/1/31,0.015040814,0.00504372,SPY
2007/2/28,-0.019617685,0.010167837,SPY
2007/3/31,0.011589455,0.008688005,SPY
2007/4/30,0.044295506,0.00485797,SPY
2007/5/31,0.033919813,0.005057751,SPY
2007/6/30,-0.014620394,0.00925185,SPY
2007/7/31,-0.031310089,0.010828366,SPY
2007/8/31,0.012832573,0.0141698,SPY
2007/9/30,0.038714123,0.009311303,SPY
2007/10/31,0.013566203,0.00877798,SPY
2007/11/30,-0.038731993,0.016770768,SPY
2007/12/31,-0.011260801,0.011330062,SPY
2008/1/31,-0.060461129,0.014194873,SPY
2008/2/29,-0.025842666,0.011423401,SPY
2008/3/31,-0.008942012,0.01753061,SPY
2008/4/30,0.047662094,0.011150557,SPY
2008/5/31,0.015116974,0.009442814,SPY
2008/6/30,-0.083576274,0.01187633,SPY
2008/7/31,-0.008985728,0.013834982,SPY
2008/8/31,0.015453637,0.012377352,SPY
2008/9/30,-0.094173537,0.030243222,SPY
2008/10/31,-0.165186634,0.056571608,SPY
2008/11/30,-0.069606812,0.044684155,SPY
2008/12/31,0.009796399,0.028963968,SPY
2009/1/31,-0.082113862,0.024403517,SPY
2009/2/28,-0.10744935,0.021702495,SPY
2009/3/31,0.083311046,0.03010331,SPY
2009/4/30,0.099345909,0.018564752,SPY
2009/5/31,0.058453711,0.017376229,SPY
2009/6/30,-0.000655443,0.012529398,SPY
2009/7/31,0.074605618,0.012514263,SPY
2009/8/31,0.036940211,0.010334071,SPY
2009/9/30,0.03545667,0.009538638,SPY
2009/10/31,-0.019224848,0.013354893,SPY
2009/11/30,0.061606868,0.009610546,SPY
2009/12/31,0.019100923,0.006574071,SPY
2010/1/31,-0.036342483,0.010519622,SPY
2010/2/28,0.031194861,0.011015444,SPY
2010/3/31,0.060879421,0.004757163,SPY
2010/4/30,0.015469959,0.009489958,SPY
2010/5/31,-0.07945435,0.020176226,SPY
2010/6/30,-0.051741074,0.016077532,SPY
2010/7/31,0.068300714,0.012410716,SPY
2010/8/31,-0.044980868,0.011067602,SPY
2010/9/30,0.089554703,0.009879845,SPY
2010/10/31,0.038202575,0.006523814,SPY
2010/11/30,0,0.00939159,SPY
2010/12/31,0.066852546,0.005410489,SPY
2011/1/31,0.023299972,0.00643281,SPY
2011/2/28,0.034737106,0.007351873,SPY
2011/3/31,0.000119995,0.010283641,SPY
2011/4/30,0.028961683,0.005565003,SPY
2011/5/31,-0.011214547,0.006764922,SPY
2011/6/30,-0.016869907,0.010406793,SPY
2011/7/31,-0.020004783,0.009844268,SPY
2011/8/31,-0.054975214,0.028951213,SPY
2011/9/30,-0.069420931,0.018272203,SPY
2011/10/31,0.109147256,0.018225759,SPY
2011/11/30,-0.004063731,0.019298787,SPY
2011/12/31,0.010448291,0.011874042,SPY
2012/1/31,0.046374769,0.005501374,SPY
2012/2/29,0.043405208,0.005260833,SPY
2012/3/31,0.032163732,0.007183584,SPY
2012/4/30,-0.006675911,0.009076492,SPY
2012/5/31,-0.060055624,0.00816616,SPY
2012/6/30,0.040581335,0.013009209,SPY
2012/7/31,0.011829799,0.008869521,SPY
2012/8/31,0.025052349,0.005620649,SPY
2012/9/30,0.025350672,0.007331112,SPY
2012/10/31,-0.018198057,0.006739737,SPY
2012/11/30,0.005659434,0.009616045,SPY
2012/12/31,0.008934534,0.007295275,SPY
2013/1/31,0.051190573,0.006305547,SPY
2013/2/28,0.012758943,0.008430276,SPY
2013/3/31,0.03797095,0.004796004,SPY
2013/4/30,0.019212308,0.008906111,SPY
2013/5/31,0.023609886,0.006645847,SPY
2013/6/30,-0.013344754,0.010930248,SPY
2013/7/31,0.051676894,0.004432054,SPY
2013/8/31,-0.029992346,0.006548089,SPY
2013/9/30,0.031646538,0.005372071,SPY
2013/10/31,0.046306389,0.007796316,SPY
2013/11/30,0.029638196,0.005568518,SPY
2013/12/31,0.025926186,0.006128135,SPY
2014/1/31,-0.035248397,0.007941241,SPY
2014/2/28,0.045516139,0.00783247,SPY
2014/3/31,0.008295155,0.006346631,SPY
2014/4/30,0.006951802,0.008193014,SPY
2014/5/31,0.023206233,0.005073919,SPY
2014/6/30,0.020645231,0.003553262,SPY
2014/7/31,-0.013437852,0.006500947,SPY
2014/8/31,0.039463471,0.00487398,SPY
2014/9/30,-0.01379647,0.005858005,SPY
2014/10/31,0.023551318,0.011371946,SPY
2014/11/30,0.027472236,0.002698319,SPY
2014/12/31,-0.00253716,0.009724195,SPY
2015/1/31,-0.029629114,0.010607533,SPY
2015/2/28,0.056204538,0.005920821,SPY
2015/3/31,-0.015705507,0.0089046,SPY
2015/4/30,0.009833604,0.005365944,SPY
2015/5/31,0.012856372,0.006750981,SPY
2015/6/30,-0.020311945,0.007004753,SPY
2015/7/31,0.022589317,0.007338081,SPY
2015/8/31,-0.060950227,0.016865664,SPY
2015/9/30,-0.02551606,0.014178999,SPY
2015/10/31,0.085060186,0.007935113,SPY
2015/11/30,0.003654612,0.007629521,SPY
2015/12/31,-0.017282517,0.011463713,SPY
2016/1/31,-0.049786355,0.01512632,SPY
2016/2/29,-0.00082589,0.011864874,SPY
2016/3/31,0.067265621,0.007098752,SPY
2016/4/30,0.003941158,0.006446154,SPY
2016/5/31,0.017011709,0.006937079,SPY
2016/6/30,0.003476016,0.011697494,SPY
2016/7/31,0.036471242,0.004701784,SPY
2016/8/31,0.00119753,0.003452845,SPY
2016/9/30,5.80E-05,0.00894095,SPY
2016/10/31,-0.017337172,0.004242482,SPY
2016/11/30,0.036838713,0.006635766,SPY
2016/12/31,0.02027132,0.005044417,SPY
2017/1/31,0.01789496,0.004174508,SPY
2017/2/28,0.039291253,0.002879529,SPY
2017/3/31,0.001250162,0.005271874,SPY
2017/4/30,0.0099263,0.004754342,SPY
2017/5/31,0.014112884,0.00483643,SPY
2017/6/30,0.006374908,0.004685425,SPY
2017/7/31,0.020553862,0.003515562,SPY
2017/8/31,0.002918012,0.005890123,SPY
2017/9/30,0.020149447,0.003403851,SPY
2017/10/31,0.023563942,0.003159639,SPY
2017/11/30,0.030565946,0.004078026,SPY
2017/12/31,0.012127886,0.00347107,SPY
2018/1/31,0.056358972,0.005455801,SPY
2018/2/28,-0.036360122,0.017468718,SPY
2018/3/31,-0.027410591,0.012693676,SPY
2018/4/30,0.005168327,0.010767363,SPY
2018/5/31,0.024309218,0.006535656,SPY
2018/6/30,0.00575062,0.005366845,SPY
2018/7/31,0.037046341,0.005305525,SPY
2018/8/31,0.031919956,0.004386081,SPY
2018/9/30,0.005945796,0.003526687,SPY
2018/10/31,-0.06910423,0.013910269,SPY
2018/11/30,0.018548778,0.011834602,SPY
2018/12/31,-0.088048268,0.01886534,SPY
2019/1/31,0.080065424,0.011487581,SPY
2019/2/28,0.032415744,0.005115353,SPY
2019/3/31,0.018100643,0.007414378,SPY
2019/4/30,0.040852555,0.003893165,SPY
2019/5/31,-0.063771318,0.009212449,SPY
2019/6/30,0.069586992,0.006703083,SPY
2019/7/31,0.015118929,0.005349299,SPY
2019/8/31,-0.016743129,0.014516117,SPY
2019/9/30,0.019457877,0.0054443,SPY
2019/10/31,0.022104429,0.008110545,SPY
2019/11/30,0.036198425,0.003564527,SPY
2019/12/31,0.029055493,0.004723783,SPY
2020/1/31,-0.000403948,0.007666375,SPY
2020/2/29,-0.079165532,0.015716652,SPY
2020/3/31,-0.124871523,0.05647666,SPY
2020/4/30,0.126983638,0.025451797,SPY
2020/5/31,0.047645348,0.014115319,SPY
2020/6/30,0.017734466,0.018106925,SPY
2020/7/31,0.058892139,0.008219596,SPY
